,Precio mercado SPOT Diario,Demanda programada PBF total,Generación programada PBF Turbinación bombeo,Generación programada PBF Solar térmica,Generación programada PBF Solar fotovoltaica,Generación programada PBF Saldo Portugal,Generación programada PBF Saldo Marruecos,Generación programada PBF Saldo Francia,Generación programada PBF Saldo Andorra,Generación programada PBF Residuos,Generación programada PBF Biogás,Generación programada PBF Biomasa,Generación programada PBF Carbón,Generación programada PBF Ciclo combinado,Generación programada PBF Cogeneración,Generación programada PBF Consumo bombeo,Generación programada PBF Enlace Baleares,Generación programada PBF Eólica,Generación programada PBF Nuclear,Generación programada PBF Hidráulica UGH,Generación programada PBF Hidráulica no UGH,Generación programada PBF Otros,Índice de llenado medio semanal de almacenamiento hidráulico
2020-12-20 07:00:00+00:00,37.87,21724.4,14.3,0.4,96.7,-1935.0,0.0,2597.7,-26.0,420.9,96.8,476.4,0.0,130.0,3371.4,-54.0,-128.0,5929.0,7092.3,2614.6,1026.9,0.0,9202155.57142857
2020-12-20 08:00:00+00:00,45.19,23832.5,8.1,0.6,1053.5,-1526.0,0.0,2183.7,-33.0,424.5,97.8,475.6,0.0,130.0,3377.4,-54.0,-153.0,6017.1,7092.3,3687.7,1050.2,0.0,9203976.910714285
2020-12-20 09:00:00+00:00,46.05,25986.4,7.8,19.4,2451.7,-1940.3,0.0,2511.3,-40.0,421.9,96.6,475.6,0.0,535.8,3355.1,0.0,-179.0,5955.3,7090.3,4177.2,1047.7,0.0,9205798.25
2020-12-20 10:00:00+00:00,46.51,26836.2,0.0,159.2,3598.1,-2042.4,0.0,1672.5,-45.0,422.2,96.5,474.6,0.0,530.9,3349.2,0.0,-179.0,6111.8,7092.3,4554.0,1041.3,3.637978807091713e-12,9207619.589285715
2020-12-20 11:00:00+00:00,48.29,26669.7,0.0,344.9,4253.2,-2165.7,0.0,181.1,-47.0,424.3,96.4,474.4,0.0,528.4,3333.1,0.0,-179.0,6461.9,7091.3,4827.6,1044.8,0.0,9209440.92857143
2020-12-20 12:00:00+00:00,45.1,27342.4,0.0,410.1,4445.8,-2384.2,0.0,1960.3,-49.0,424.6,96.3,475.2,0.0,130.0,3333.5,0.0,-179.0,6825.8,7091.3,3718.4,1043.3,0.0,9211262.267857144
2020-12-20 13:00:00+00:00,42.9,27500.2,0.0,462.9,4264.6,-2118.5,0.0,2552.3,-45.0,425.0,96.4,475.3,0.0,130.0,3333.5,0.0,-179.0,7020.9,7089.3,2949.9,1042.6,0.0,9213083.607142856
2020-12-20 14:00:00+00:00,42.55,26083.6,0.0,533.9,3578.3,-1954.4,0.0,1567.1,-42.0,424.1,96.2,475.5,0.0,130.0,3331.1,0.0,-179.0,7028.9,7089.3,2963.6,1041.0,0.0,9214904.94642857
2020-12-20 15:00:00+00:00,44.31,25122.5,0.0,503.7,2102.3,-1667.6,0.0,732.8,-40.0,424.4,95.9,475.6,0.0,245.0,3343.1,0.0,-153.0,6970.3,7090.3,3940.9,1058.8,0.0,9216726.285714285
2020-12-20 16:00:00+00:00,50.3,25576.4,10.9,286.8,583.4,-593.8,0.0,-401.7,-42.0,424.1,95.4,474.6,0.0,855.3,3364.9,0.0,-179.0,7043.6,7090.3,5493.7,1069.9,0.0,9218547.625
2020-12-20 17:00:00+00:00,52.49,27752.4,631.5,56.2,58.9,-695.8,0.0,1202.3,-59.0,420.2,95.7,475.3,0.0,870.3,3331.2,0.0,-204.0,7065.8,7090.3,6329.0,1084.5,0.0,9220368.964285715
2020-12-20 18:00:00+00:00,52.81,28814.3,647.1,20.7,54.7,-761.2,0.0,1873.2,-62.0,419.7,100.8,474.0,0.0,872.5,3360.2,0.0,-235.0,7374.1,7091.3,6494.2,1090.0,0.0,9222190.30357143
2020-12-20 19:00:00+00:00,51.31,29646.5,342.5,24.2,4.1,-1250.0,0.0,3700.0,-62.0,425.8,101.7,474.3,0.0,876.7,3366.9,0.0,-235.0,7506.3,7090.3,6207.4,1073.3,3.637978807091713e-12,9224011.642857144
2020-12-20 20:00:00+00:00,50.36,29420.8,21.6,23.9,4.2,-1114.6,0.0,3700.0,-59.0,426.1,100.7,475.4,0.0,877.1,3372.3,0.0,-235.0,7743.0,7091.3,5934.6,1059.2,0.0,9225832.982142856
2020-12-20 21:00:00+00:00,47.4,28217.0,0.0,23.8,38.1,-1740.2,0.0,3700.0,-54.0,425.7,100.8,475.6,0.0,878.5,3375.0,0.0,-204.0,7922.0,7090.3,5132.2,1053.2,0.0,9227654.32142857
2020-12-20 22:00:00+00:00,40.2,25733.0,0.0,18.7,3.7,-1716.5,0.0,3700.0,-48.0,418.4,99.8,474.6,0.0,380.0,3352.9,0.0,-153.0,7886.6,7092.3,3184.3,1039.2,0.0,9229475.660714285
2020-12-20 23:00:00+00:00,39.3,23464.3,0.0,0.1,3.7,-1639.2,0.0,2574.4,-43.0,392.2,105.4,517.6,252.0,130.0,3349.9,-54.0,-102.0,8017.3,7090.4,1867.8,1001.6,0.09999999999854481,9231297.0
2020-12-21 00:00:00+00:00,34.8,21848.8,0.0,0.1,3.7,-2088.7,0.0,2011.7,-39.0,392.6,93.3,517.2,251.0,130.0,3308.6,-396.4,-102.0,7980.8,7091.4,1711.4,983.0,0.09999999999490683,9232394.92857143
2020-12-21 01:00:00+00:00,33.65,20818.8,0.0,0.1,3.7,-2026.3,0.0,1912.0,-37.0,393.4,93.7,516.8,180.0,130.0,3301.9,-1439.0,-102.0,8165.8,7091.4,1655.0,979.2,0.09999999999854481,9233492.857142856
2020-12-21 02:00:00+00:00,32.93,20344.8,0.0,0.1,3.7,-1971.8,0.0,2218.4,-36.0,397.6,93.6,517.0,0.0,130.0,3302.8,-1811.0,-102.0,7874.2,7091.4,1655.6,981.1,0.10000000000218279,9234590.785714285
2020-12-21 03:00:00+00:00,33.65,20519.5,0.0,0.1,3.7,-2030.3,0.0,2281.3,-36.0,395.4,93.0,516.9,0.0,130.0,3305.8,-1439.0,-102.0,7676.9,7091.4,1655.6,976.6,0.10000000000582077,9235688.714285715
2020-12-21 04:00:00+00:00,37.98,21273.5,0.0,0.1,3.7,-787.6,0.0,146.5,-37.0,395.6,92.3,516.8,0.0,358.0,3321.2,-54.0,-102.0,7656.3,7091.4,1690.2,981.9,0.09999999999854481,9236786.642857144
2020-12-21 05:00:00+00:00,44.26,24014.5,15.0,0.1,4.2,-150.7,0.0,1217.7,-41.0,396.9,94.4,492.6,0.0,856.0,3374.3,-54.0,-102.0,7631.6,7092.4,2193.1,993.8,0.10000000000218279,9237884.57142857
2020-12-21 06:00:00+00:00,50.46,28084.2,15.0,0.0,42.4,413.2,0.0,42.5,-50.0,391.3,94.0,502.1,0.0,2833.7,3490.9,0.0,-179.0,7520.6,7091.4,4854.7,1021.3,0.10000000000218279,9238982.5
2020-12-21 07:00:00+00:00,53.68,30515.0,1060.0,0.0,162.2,1390.5,0.0,-1321.9,-58.0,390.0,95.7,506.8,0.0,3499.6,3586.5,0.0,-204.0,7291.8,7092.4,5989.8,1033.5,0.10000000000218279,9240080.42857143
2020-12-21 08:00:00+00:00,53.68,31736.1,1060.0,7.0,1164.5,942.3,0.0,-1190.7,-65.0,388.3,96.6,508.0,0.0,3524.7,3590.6,0.0,-235.0,7187.2,7093.4,6619.6,1044.5,0.09999999999854481,9241178.357142856
2020-12-21 09:00:00+00:00,53.68,32313.3,1060.0,43.1,2556.6,482.3,0.0,-1341.5,-22.0,388.5,94.1,508.0,0.0,3521.0,3552.6,0.0,-235.0,6950.4,7090.4,6623.1,1041.6,0.10000000000218279,9242276.285714285
2020-12-21 10:00:00+00:00,53.16,32588.0,895.0,214.8,3540.5,172.6,0.0,-1554.4,-23.0,392.7,94.0,507.0,0.0,3665.8,3555.4,0.0,-235.0,6734.8,7092.4,6497.6,1037.7,0.10000000000218279,9243374.214285715
2020-12-21 11:00:00+00:00,53.52,32314.1,765.0,435.0,4202.2,121.5,0.0,-2350.0,-23.0,399.5,93.9,506.8,0.0,3660.2,3542.9,0.0,-235.0,6790.1,7091.4,6278.8,1034.7,0.09999999999854481,9244472.142857144
2020-12-21 12:00:00+00:00,52.26,32549.9,400.0,529.7,4295.2,-160.9,0.0,-1236.1,-68.0,397.2,94.0,507.6,0.0,3657.8,3543.4,0.0,-235.0,6953.2,7091.4,5744.5,1035.8,0.10000000000218279,9245570.07142857
2020-12-21 13:00:00+00:00,49.05,31848.0,0.0,580.0,3984.5,-1001.7,0.0,684.7,-65.0,397.6,94.7,507.7,0.0,3394.2,3549.9,0.0,-235.0,7104.0,7089.4,4713.4,1049.5,0.09999999999854481,9246668.0
2020-12-21 14:00:00+00:00,45.48,31215.0,0.0,586.7,3287.1,-1534.1,0.0,2376.7,-64.0,395.4,94.8,507.9,0.0,2973.2,3505.9,0.0,-204.0,7057.0,7090.4,4094.0,1047.9,0.09999999999854481,9247765.92857143
2020-12-21 15:00:00+00:00,45.26,30782.7,0.0,507.0,1827.4,-1517.8,0.0,3241.9,-63.0,395.6,99.0,507.9,0.0,2961.6,3533.1,0.0,-235.0,7002.2,7090.4,4375.6,1056.7,0.09999999999854481,9248863.857142856
2020-12-21 16:00:00+00:00,50.95,31146.1,395.0,272.7,456.7,-741.9,0.0,1707.1,-66.0,398.3,99.6,506.9,0.0,3427.5,3541.5,0.0,-235.0,7125.5,7089.4,6099.6,1069.1,0.09999999999854481,9249961.785714285
2020-12-21 17:00:00+00:00,53.46,32841.6,995.0,47.4,59.9,-364.9,0.0,1954.4,-21.0,395.9,100.2,507.8,0.0,3510.6,3548.4,0.0,-266.0,7291.8,7091.4,6915.9,1074.7,0.09999999999854481,9251059.714285715
2020-12-21 18:00:00+00:00,53.03,33220.4,895.0,14.8,54.7,-771.3,0.0,3178.3,-23.0,381.8,100.5,506.5,0.0,3511.5,3544.7,0.0,-266.0,7295.8,7091.4,6629.9,1075.7,0.10000000000582077,9252157.642857144
2020-12-21 19:00:00+00:00,53.16,33728.5,895.0,15.7,4.1,-850.3,0.0,3653.0,-22.0,384.8,101.5,506.8,0.0,3516.3,3545.7,0.0,-266.0,7313.2,7090.4,6768.2,1072.0,0.09999999999126885,9253255.57142857
2020-12-21 20:00:00+00:00,52.26,32883.8,695.0,23.9,4.2,-801.9,0.0,3653.0,-66.0,397.8,101.3,507.6,0.0,3667.4,3588.8,0.0,-266.0,7219.6,7091.4,6012.5,1055.1,0.09999999999854481,9254353.5
2020-12-21 21:00:00+00:00,49.22,30052.5,15.0,23.7,76.8,-1489.8,0.0,3653.0,-59.0,397.6,101.4,508.1,0.0,3434.6,3576.6,0.0,-204.0,7049.7,7090.4,4829.0,1049.3,0.10000000000218279,9255451.42857143
2020-12-21 22:00:00+00:00,44.01,26784.1,0.0,22.0,38.1,-1732.7,0.0,3653.0,-51.0,395.3,108.1,507.1,0.0,2540.8,3520.4,0.0,-153.0,6572.5,7092.4,3228.9,1042.1,0.09999999999854481,9256549.357142856
2020-12-21 23:00:00+00:00,46.27,24601.6,0.0,0.0,3.7,-1255.9,0.0,3191.0,-46.0,419.8,99.8,533.8,252.0,724.0,3433.7,-54.0,-102.0,6282.2,7101.8,3020.6,997.1,3.637978807091713e-12,9257647.285714285
2020-12-22 00:00:00+00:00,42.05,22950.5,0.0,0.0,3.7,-1194.2,0.0,3191.0,-41.0,418.1,91.9,533.3,251.0,592.0,3381.1,-54.0,-102.0,5846.8,7102.8,1938.6,991.4,0.0,9258745.214285715
2020-12-22 01:00:00+00:00,36.91,22081.8,0.0,0.0,3.7,-1424.5,0.0,3191.0,-39.0,415.7,92.4,533.0,180.0,560.0,3378.1,-54.0,-102.0,5593.6,7102.8,1664.3,986.7,0.0,9259843.142857144
2020-12-22 02:00:00+00:00,35.1,21775.8,0.0,0.0,3.7,-1215.4,0.0,3191.0,-37.0,415.6,92.9,533.2,0.0,510.0,3371.2,-174.4,-102.0,5435.2,7102.8,1662.8,986.2,0.0,9260941.07142857
2020-12-22 03:00:00+00:00,35.0,21807.8,0.0,0.0,3.7,-1064.3,0.0,3283.0,-37.0,416.9,92.7,533.0,0.0,510.0,3370.9,-373.4,-102.0,5424.3,7101.8,1663.6,984.6,3.637978807091713e-12,9262039.0
2020-12-22 04:00:00+00:00,36.91,22441.8,0.0,0.0,3.7,-939.7,0.0,3283.0,-38.0,417.4,92.1,532.9,0.0,710.0,3387.6,-54.0,-102.0,5375.8,7102.8,1685.2,985.0,0.0,9263136.92857143
2020-12-22 05:00:00+00:00,43.05,24450.9,0.0,0.0,4.2,-205.9,0.0,3283.0,-41.0,417.0,93.7,533.9,0.0,1384.5,3436.7,-54.0,-102.0,5493.3,7104.8,2110.5,992.2,3.637978807091713e-12,9264234.857142856
2020-12-22 06:00:00+00:00,50.5,28430.1,15.0,0.0,66.6,375.2,0.0,3607.0,-51.0,418.0,93.8,533.5,0.0,2006.0,3529.1,0.0,-179.0,5573.9,7103.8,4314.8,1023.4,-3.637978807091713e-12,9265332.785714285
2020-12-22 07:00:00+00:00,51.98,30668.8,595.0,0.1,104.8,623.4,0.0,3607.0,-59.0,419.5,95.1,534.2,0.0,2416.3,3579.9,0.0,-235.0,5739.3,7104.8,5114.2,1029.2,-3.637978807091713e-12,9266430.714285715
2020-12-22 08:00:00+00:00,51.84,31814.1,580.4,17.9,1177.2,148.3,0.0,3607.0,-64.0,418.7,96.5,538.4,0.0,2415.0,3580.7,0.0,-235.0,5769.0,7104.8,5620.3,1038.9,0.0,9267528.642857144
2020-12-22 09:00:00+00:00,50.95,32143.4,295.0,70.6,2724.1,-390.7,0.0,3607.0,-22.0,419.1,94.3,538.5,0.0,2006.0,3559.5,0.0,-235.0,5717.2,7103.8,5617.8,1038.2,0.0,9268626.57142857
2020-12-22 10:00:00+00:00,47.24,32152.1,240.0,333.0,3817.9,-697.4,0.0,3446.4,-23.0,417.9,94.3,537.5,0.0,2124.0,3550.3,0.0,-235.0,5630.0,7103.8,4782.5,1029.9,0.0,9269724.5
2020-12-22 11:00:00+00:00,46.27,32011.3,0.0,549.4,4370.8,-764.4,0.0,3561.6,-23.0,418.0,94.2,537.3,0.0,2103.0,3565.2,0.0,-235.0,5670.3,7101.8,4031.6,1030.5,3.637978807091713e-12,9270822.42857143
2020-12-22 12:00:00+00:00,46.27,32121.2,0.0,567.7,4520.9,-607.3,0.0,3700.0,-68.0,419.2,94.3,538.1,0.0,2103.0,3555.9,0.0,-235.0,5801.7,7102.8,3601.5,1026.4,0.0,9271920.357142856
2020-12-22 13:00:00+00:00,45.72,31396.0,0.0,618.9,4371.0,-732.6,0.0,3529.1,-65.0,421.5,94.2,538.2,0.0,2103.0,3549.7,0.0,-235.0,5857.9,7100.8,3207.5,1036.8,0.0,9273018.285714285
2020-12-22 14:00:00+00:00,44.95,30584.6,0.0,747.2,3645.4,-882.7,0.0,3616.3,-63.0,421.9,94.3,538.4,0.0,2088.0,3554.3,0.0,-204.0,5827.0,7100.8,3064.0,1036.7,0.0,9274116.214285715
2020-12-22 15:00:00+00:00,49.05,29901.1,0.0,724.3,2061.8,-643.8,0.0,3398.6,-63.0,425.6,94.2,538.5,0.0,2124.0,3564.2,0.0,-204.0,5847.7,7100.8,3892.7,1039.5,-3.637978807091713e-12,9275214.142857144
2020-12-22 16:00:00+00:00,53.24,30292.7,1202.5,363.2,527.9,98.5,0.0,833.6,-65.0,426.8,94.2,537.4,0.0,2555.4,3579.1,0.0,-235.0,6032.7,7101.8,6184.0,1055.6,3.637978807091713e-12,9276312.07142857
2020-12-22 17:00:00+00:00,54.15,32077.7,1673.9,53.9,9.8,384.1,0.0,2273.9,-21.0,426.6,95.7,538.3,0.0,2405.7,3611.2,0.0,-266.0,6389.3,7101.8,6331.8,1068.7,0.0,9277410.0
2020-12-22 18:00:00+00:00,53.9,32848.7,1573.9,1.0,5.1,54.9,0.0,3251.8,-23.0,427.4,95.9,537.0,0.0,2406.5,3614.8,0.0,-266.0,6692.1,7101.8,6312.0,1063.5,0.0,9278507.92857143
2020-12-22 19:00:00+00:00,53.7,33213.3,1573.9,0.3,4.6,-230.9,0.0,3468.0,-22.0,427.2,96.3,538.8,0.0,2410.6,3617.5,0.0,-266.0,7118.7,7101.8,6314.2,1060.3,0.0,9279605.857142856
2020-12-22 20:00:00+00:00,52.36,32365.2,885.0,0.1,4.5,-132.9,0.0,3468.0,-64.0,427.6,97.0,539.8,0.0,2562.1,3605.7,0.0,-266.0,7509.3,7101.8,5583.3,1043.9,0.0,9280703.785714285
2020-12-22 21:00:00+00:00,50.57,29676.8,0.0,0.0,4.5,-440.3,0.0,3468.0,-58.0,428.0,98.0,540.1,0.0,1956.0,3592.4,0.0,-204.0,7823.1,7101.8,4337.8,1029.4,0.0,9281801.714285715
2020-12-22 22:00:00+00:00,43.05,26540.5,0.0,0.0,3.7,-727.7,0.0,3468.0,-52.0,427.0,105.6,539.1,0.0,1510.8,3534.6,0.0,-153.0,7705.0,7103.8,2053.9,1021.7,-3.637978807091713e-12,9282899.642857144
2020-12-22 23:00:00+00:00,38.6,24115.2,0.0,0.1,3.7,-1566.8,0.0,2932.2,-47.0,387.9,103.6,511.2,252.0,392.0,3446.6,0.0,-102.0,7762.3,7101.4,1934.6,1003.3,0.10000000000582077,9283997.57142857
2020-12-23 00:00:00+00:00,34.2,22478.4,0.0,0.1,3.7,-2295.0,0.0,2599.4,-42.0,388.6,93.7,510.7,251.0,310.0,3380.0,-204.0,-102.0,7667.3,7102.4,1819.5,994.9,0.09999999999854481,9285095.5
2020-12-23 01:00:00+00:00,33.5,21516.9,0.0,0.1,3.7,-2111.1,0.0,2016.9,-40.0,389.5,94.2,510.5,180.0,310.0,3380.4,-473.5,-102.0,7484.5,7102.4,1775.6,995.6,0.10000000000582077,9286193.42857143
2020-12-23 02:00:00+00:00,31.91,21001.8,0.0,0.1,3.7,-2183.7,0.0,3330.0,-38.0,390.3,94.1,510.7,0.0,310.0,3334.5,-1812.0,-102.0,7324.7,7102.4,1747.4,989.5,0.09999999999490683,9287291.357142856
2020-12-23 03:00:00+00:00,31.91,21011.8,0.0,0.0,3.7,-2092.2,0.0,3379.2,-38.0,390.2,93.9,510.5,0.0,310.0,3326.2,-1812.0,-102.0,7207.0,7101.4,1746.8,987.0,0.09999999999854481,9288389.285714285
2020-12-23 04:00:00+00:00,32.9,21436.1,0.0,0.0,3.7,-2183.4,0.0,3422.0,-38.0,389.9,95.1,510.3,0.0,310.0,3377.6,-1229.8,-102.0,6995.4,7102.4,1786.6,996.2,0.10000000000218279,9289487.214285715
2020-12-23 05:00:00+00:00,36.07,23428.2,15.0,0.0,4.2,-1563.2,0.0,3309.6,-42.0,388.2,95.0,508.4,0.0,484.8,3403.5,0.0,-102.0,6877.0,7104.4,1949.4,995.8,0.09999999999854481,9290585.142857144
2020-12-23 06:00:00+00:00,47.05,27043.4,15.0,0.0,81.3,142.7,0.0,3653.0,-52.0,388.9,93.9,508.0,0.0,771.0,3465.0,0.0,-179.0,6423.8,7103.4,3605.0,1023.3,0.10000000000218279,9291683.07142857
2020-12-23 07:00:00+00:00,52.36,29389.1,1395.0,0.2,151.6,1059.9,0.0,1718.8,-59.0,381.7,95.0,509.0,0.0,1296.0,3505.2,0.0,-204.0,6319.3,7104.4,5082.8,1033.1,0.10000000000218279,9292781.0
2020-12-23 08:00:00+00:00,53.14,30902.8,1625.0,0.5,876.9,580.4,0.0,1590.8,-64.0,381.6,96.5,510.6,0.0,1751.1,3508.3,0.0,-235.0,6054.0,7104.4,6083.8,1037.8,0.10000000000218279,9293878.92857143
2020-12-23 09:00:00+00:00,53.01,31260.1,1610.0,36.2,2056.3,-61.4,0.0,1860.6,-21.0,382.1,94.5,510.6,0.0,1748.9,3493.0,0.0,-235.0,5699.7,7103.4,5942.5,1039.6,0.09999999999854481,9294976.857142856
2020-12-23 10:00:00+00:00,52.36,31029.0,1380.0,151.8,2979.6,-263.8,0.0,1802.2,-23.0,382.9,94.6,509.6,0.0,1492.0,3487.6,0.0,-235.0,5588.1,7103.4,5546.9,1032.0,0.09999999999854481,9296074.785714285
2020-12-23 11:00:00+00:00,53.0,30524.4,1265.0,265.2,3600.7,-492.5,0.0,909.2,-23.0,384.2,94.4,514.9,0.0,1761.1,3473.8,0.0,-235.0,5792.5,7101.4,5086.3,1026.1,0.10000000000218279,9297172.714285715
2020-12-23 12:00:00+00:00,50.95,30613.8,800.0,300.4,3691.0,-661.0,0.0,2177.0,-70.0,383.9,94.4,515.7,0.0,1492.0,3467.0,0.0,-235.0,5919.0,7102.4,4642.3,994.6,0.10000000000582077,9298270.642857144
2020-12-23 13:00:00+00:00,49.12,29844.0,400.0,283.8,3522.7,-1253.5,0.0,3270.2,-67.0,383.6,94.5,515.8,0.0,1492.0,3455.0,0.0,-235.0,5859.7,7100.4,3999.1,1022.6,0.10000000000582077,9299368.57142857
2020-12-23 14:00:00+00:00,49.5,29160.8,500.0,294.3,2816.4,-1326.1,0.0,3468.0,-65.0,387.6,95.0,516.0,0.0,1492.0,3456.1,0.0,-204.0,5604.3,7100.4,4003.2,1022.5,0.09999999999854481,9300466.5
2020-12-23 15:00:00+00:00,49.18,28775.4,445.6,239.9,1506.2,-1243.3,0.0,3468.0,-65.0,386.6,94.9,516.1,0.0,1492.0,3457.4,0.0,-204.0,5128.2,7100.4,5423.8,1028.5,0.10000000000218279,9301564.42857143
2020-12-23 16:00:00+00:00,52.08,29144.8,1017.0,98.4,371.1,-289.6,0.0,2878.2,-66.0,387.2,94.6,514.9,0.0,1492.0,3466.7,0.0,-235.0,4978.9,7101.4,6278.0,1056.9,0.09999999999854481,9302662.357142856
2020-12-23 17:00:00+00:00,53.0,30834.0,1752.0,10.3,59.6,-461.1,0.0,3422.0,-21.0,387.7,96.2,515.7,0.0,1703.3,3503.1,0.0,-266.0,5153.5,7101.4,6814.8,1062.4,0.10000000000218279,9303760.285714285
2020-12-23 18:00:00+00:00,53.3,31173.2,1882.0,0.5,54.6,-428.2,0.0,3422.0,-23.0,387.9,96.1,514.5,0.0,1744.7,3502.4,0.0,-266.0,5314.1,7101.4,6805.9,1064.2,0.09999999999854481,9304858.214285715
2020-12-23 19:00:00+00:00,53.35,31423.4,1882.0,0.2,4.1,-335.9,0.0,3422.0,-22.0,388.1,97.2,514.8,0.0,1746.2,3508.1,0.0,-266.0,5513.7,7101.4,6807.6,1061.8,0.10000000000218279,9305956.142857144
2020-12-23 20:00:00+00:00,52.62,30562.7,1482.2,0.1,4.2,-331.7,0.0,3422.0,-66.0,388.9,97.9,514.3,0.0,1492.0,3485.8,0.0,-266.0,5613.6,7101.4,6585.4,1038.5,0.10000000000218279,9307054.07142857
2020-12-23 21:00:00+00:00,50.53,28455.1,748.3,0.1,3.9,-723.4,0.0,3422.0,-58.0,388.6,98.0,505.7,0.0,1492.0,3482.1,0.0,-235.0,5612.8,7101.4,5586.1,1030.4,0.09999999999854481,9308152.0
2020-12-23 22:00:00+00:00,47.5,25313.0,95.2,0.1,37.7,-1071.2,0.0,3422.0,-52.0,390.4,98.1,504.7,0.0,1280.0,3437.2,0.0,-179.0,5750.1,7103.4,3470.3,1025.9,0.10000000000218279,9309249.92857143
2020-12-23 23:00:00+00:00,42.34,23069.1,72.5,0.1,3.7,-1492.1,0.0,2960.0,-45.0,393.9,96.4,492.4,252.0,280.0,3191.3,0.0,-102.0,6059.9,7103.9,2800.5,1001.6,0.0,9310347.857142856
2020-12-24 00:00:00+00:00,35.36,21767.7,0.0,0.0,3.7,-2156.5,0.0,2960.0,-41.0,392.4,95.4,483.9,251.0,130.0,3143.7,0.0,-102.0,5890.6,7103.9,2629.1,983.5,3.637978807091713e-12,9311445.785714285
2020-12-24 01:00:00+00:00,34.0,20579.6,0.0,0.1,3.7,-2075.8,0.0,2960.0,-39.0,394.1,95.9,483.6,180.0,130.0,3139.7,-410.2,-102.0,5925.9,7103.9,1805.5,984.2,-3.637978807091713e-12,9312543.714285715
2020-12-24 02:00:00+00:00,32.5,19730.5,0.0,0.1,3.7,-1915.1,0.0,2960.0,-37.0,393.9,95.9,483.8,0.0,130.0,3063.3,-1122.6,-102.0,5798.3,7103.9,1895.5,978.8,0.0,9313641.642857144
2020-12-24 03:00:00+00:00,32.3,19522.6,0.0,0.1,3.7,-1777.4,0.0,2960.0,-37.0,395.3,95.6,483.6,0.0,130.0,3050.4,-1450.9,-102.0,5795.7,7103.9,1894.8,976.8,0.0,9314739.57142857
2020-12-24 04:00:00+00:00,32.1,19679.3,0.0,0.1,3.7,-1567.9,0.0,2960.0,-37.0,395.6,95.0,483.6,0.0,130.0,2992.0,-1671.7,-102.0,5824.8,7104.9,2087.8,980.4,0.0,9315837.5
2020-12-24 05:00:00+00:00,32.4,20538.6,0.0,0.1,4.2,-1333.2,0.0,2960.0,-41.0,395.3,95.0,484.4,0.0,130.0,2946.9,-1295.6,-102.0,5881.8,7105.9,2325.0,981.8,-3.637978807091713e-12,9316935.42857143
2020-12-24 06:00:00+00:00,34.83,22766.8,0.0,0.1,8.2,-1235.9,0.0,3283.0,-50.0,394.4,94.2,484.1,0.0,130.0,2994.0,-54.0,-128.0,5808.9,7104.9,2949.1,983.8,0.0,9318033.357142856
2020-12-24 07:00:00+00:00,41.05,24574.8,0.0,0.5,173.2,-105.5,0.0,3283.0,-58.0,386.9,95.4,485.1,0.0,130.0,2959.9,0.0,-179.0,5668.8,7104.9,3616.7,1012.9,0.0,9319131.285714285
2020-12-24 08:00:00+00:00,46.68,27067.0,385.0,0.8,925.2,265.0,0.0,3117.2,-65.0,386.4,96.5,481.4,0.0,130.0,2902.1,0.0,-204.0,5624.7,7103.9,4885.4,1032.4,0.0,9320229.214285715
2020-12-24 09:00:00+00:00,46.95,28131.1,485.0,24.3,2061.8,195.8,0.0,3283.0,-22.0,386.7,94.5,481.5,0.0,130.0,2870.1,0.0,-204.0,5156.2,7104.9,5053.3,1030.0,-3.637978807091713e-12,9321327.142857144
2020-12-24 10:00:00+00:00,46.95,28071.7,485.0,88.8,3080.5,-218.5,0.0,3283.0,-22.0,386.8,94.5,480.6,0.0,130.0,2815.4,0.0,-204.0,4821.7,7103.9,4722.2,1023.8,3.637978807091713e-12,9322425.07142857
2020-12-24 11:00:00+00:00,44.99,27608.6,195.0,121.6,3588.5,-711.4,0.0,3607.0,-22.0,386.9,94.4,480.3,0.0,130.0,2752.3,0.0,-204.0,5000.3,7102.9,4071.3,1015.5,3.637978807091713e-12,9323523.0
2020-12-24 12:00:00+00:00,42.01,27463.2,65.0,138.4,3748.6,-1152.4,0.0,3607.0,-67.0,386.1,94.6,480.9,0.0,130.0,2717.8,0.0,-204.0,5423.3,7104.9,3975.7,1014.3,3.637978807091713e-12,9324620.92857143
2020-12-24 13:00:00+00:00,39.58,26678.1,0.0,171.1,3584.1,-1471.6,0.0,3235.9,-65.0,383.5,94.5,481.4,0.0,130.0,2689.4,0.0,-204.0,5755.3,7103.9,3789.4,1000.2,-3.637978807091713e-12,9325718.857142856
2020-12-24 14:00:00+00:00,38.95,25703.7,0.0,235.8,2930.8,-1394.7,0.0,3422.0,-63.0,384.7,94.8,489.1,0.0,130.0,2650.8,0.0,-204.0,6070.3,7102.9,2852.1,1002.1,3.637978807091713e-12,9326816.785714285
2020-12-24 15:00:00+00:00,42.96,25152.0,130.0,230.0,1710.7,-1068.6,0.0,2908.2,-62.0,387.3,94.5,489.3,0.0,130.0,2639.4,0.0,-204.0,6571.7,7101.9,3098.9,994.7,-3.637978807091713e-12,9327914.714285715
2020-12-24 16:00:00+00:00,47.05,25806.7,815.0,118.6,496.8,61.9,0.0,1246.6,-64.0,389.5,93.6,487.9,0.0,130.0,2617.9,0.0,-235.0,7025.5,7103.9,4517.3,1001.2,3.637978807091713e-12,9329012.642857144
